Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
prueba,,,,2023-05-23 15:18:30,2023-05-23 15:19:53,"1m - 22,868s",FAILED
,,,,,,,
Test Cases/ingreso,,,,2023-05-23 15:18:30,2023-05-23 15:19:34,"1m - 3,175s",PASSED
"startApplication(""C:\Users\Testing\Desktop\katalon\Version nueva\app-debug (2).apk"", true)",,,,2023-05-23 15:18:31,2023-05-23 15:19:09,"38,389s",PASSED
"tap(findTestObject(""Object Repository/ingreso/android.widget.TextView - Omitir""), 0)",,,,2023-05-23 15:19:09,2023-05-23 15:19:11,"1,349s",PASSED
"tap(findTestObject(""Object Repository/ingreso/android.widget.Button - Crear Cuenta""), 0)",,,,2023-05-23 15:19:11,2023-05-23 15:19:12,"1,327s",PASSED
"tap(findTestObject(""Object Repository/ingreso/android.widget.Button - Enviar cdigo de registro""), 0)",,,,2023-05-23 15:19:12,2023-05-23 15:19:13,"1,391s",PASSED
"tap(findTestObject(""Object Repository/ingreso/android.widget.Button - Continuar""), 0)",,,,2023-05-23 15:19:13,2023-05-23 15:19:22,"8,254s",PASSED
"setText(findTestObject(""Object Repository/ingreso/android.widget.EditText - Apodo""), ""libre02"", 0)",,,,2023-05-23 15:19:22,2023-05-23 15:19:26,"4,174s",PASSED
"tap(findTestObject(""Object Repository/ingreso/android.widget.Button - Siguiente""), 0)",,,,2023-05-23 15:19:26,2023-05-23 15:19:27,"1,302s",PASSED
"setText(findTestObject(""Object Repository/ingreso/android.widget.EditText - Pin de Acceso""), ""0000"", 0)",,,,2023-05-23 15:19:27,2023-05-23 15:19:30,"3,222s",PASSED
"setText(findTestObject(""Object Repository/ingreso/android.widget.EditText - Confirmar nuevo pin de acceso""), ""0000"", 0)",,,,2023-05-23 15:19:30,2023-05-23 15:19:33,"2,565s",PASSED
"tap(findTestObject(""Object Repository/ingreso/android.widget.Button - Crear Cuenta (1)""), 0)",,,,2023-05-23 15:19:33,2023-05-23 15:19:34,"0,861s",PASSED
,,,,,,,
Test Cases/agregar,,,,2023-05-23 15:19:34,2023-05-23 15:19:52,"18,128s",PASSED
"tap(findTestObject(""Object Repository/agregar/android.widget.ImageView""), 0)",,,,2023-05-23 15:19:34,2023-05-23 15:19:37,"3,291s",PASSED
"tap(findTestObject(""Object Repository/agregar/android.widget.Button - Agregar contactos""), 0)",,,,2023-05-23 15:19:37,2023-05-23 15:19:38,"1,311s",PASSED
"setText(findTestObject(""Object Repository/agregar/android.widget.EditText - Busca por apodo""), ""prueba2134"", 0)",,,,2023-05-23 15:19:38,2023-05-23 15:19:43,"4,074s",PASSED
"tap(findTestObject(""Object Repository/agregar/android.widget.Button - AGREGAR""), 0)",,,,2023-05-23 15:19:43,2023-05-23 15:19:44,"1,584s",PASSED
"tap(findTestObject(""Object Repository/agregar/android.widget.TextView""), 0)",,,,2023-05-23 15:19:44,2023-05-23 15:19:46,"2,218s",PASSED
delay(5),,,,2023-05-23 15:19:46,2023-05-23 15:19:51,"5,033s",PASSED
pressBack(),,,,2023-05-23 15:19:51,2023-05-23 15:19:52,"0,407s",PASSED
,,,,,,,
Test Cases/Mensaje,,,,2023-05-23 15:19:52,2023-05-23 15:19:53,"1,302s",FAILED
"tapAndHold(findTestObject(""""), 0, 0)",,,,2023-05-23 15:19:52,2023-05-23 15:19:53,"1,086s",FAILED
