Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Integracion PARTE2,,,,2023-09-14 15:12:53,2023-09-14 15:20:15,"7m - 22,154s",PASSED
,,,,,,,
Test Cases/ingreso para prueba,,,,2023-09-14 15:12:53,2023-09-14 15:14:27,"1m - 33,253s",PASSED
"startApplication(""C:\Users\Testing\Desktop\katalon\Version QA ACTUALIZADA 14-08-23\app-qa.apk"", true)",,,,2023-09-14 15:12:54,2023-09-14 15:13:39,"45,348s",PASSED
"tap(findTestObject(""Object Repository/Parte1/ingreso solo prueba/android.widget.TextView - Omitir""), 0)",,,,2023-09-14 15:13:39,2023-09-14 15:13:41,"1,593s",PASSED
"tap(findTestObject(""Object Repository/Parte1/ingreso solo prueba/android.widget.Button - Crear Cuenta""), 0)",,,,2023-09-14 15:13:41,2023-09-14 15:13:42,"1,241s",PASSED
"tap(findTestObject(""Object Repository/Parte1/ingreso solo prueba/android.widget.Button - Enviar cdigo de registro""), 0)",,,,2023-09-14 15:13:42,2023-09-14 15:13:44,"1,393s",PASSED
"tap(findTestObject(""Object Repository/Parte1/ingreso solo prueba/android.widget.Button - Continuar""), 0)",,,,2023-09-14 15:13:44,2023-09-14 15:13:52,"8,539s",PASSED
"setText(findTestObject(""Object Repository/Parte1/ingreso solo prueba/android.widget.EditText - Apodo""), ""libre024"", 0)",,,,2023-09-14 15:13:52,2023-09-14 15:13:56,"3,831s",PASSED
"tap(findTestObject(""Object Repository/Parte1/ingreso solo prueba/android.widget.Button - Siguiente""), 0)",,,,2023-09-14 15:13:56,2023-09-14 15:13:57,"1,393s",PASSED
"setText(findTestObject(""Object Repository/Parte1/ingreso solo prueba/android.widget.EditText - Pin de Acceso""), ""0000"", 0)",,,,2023-09-14 15:13:57,2023-09-14 15:14:21,"23,880s",PASSED
"setText(findTestObject(""Object Repository/Parte1/ingreso solo prueba/android.widget.EditText - Confirmar nuevo pin de acceso""), ""0000"", 0)",,,,2023-09-14 15:14:21,2023-09-14 15:14:24,"2,501s",PASSED
"tap(findTestObject(""Object Repository/Parte1/ingreso solo prueba/android.widget.Button - Crear Cuenta (1)""), 0)",,,,2023-09-14 15:14:24,2023-09-14 15:14:25,"0,855s",PASSED
"delay(2, CONTINUE_ON_FAILURE)",,,,2023-09-14 15:14:25,2023-09-14 15:14:27,"2,043s",PASSED
,,,,,,,
Test Cases/Parte2/Ajustes/Cuenta/Pin de Acceso/CPN159,,"Valdación de campos nuevo pin de acceso y confirmacion de pin: ""El pin de acceso no coincide""",pin de acceso,2023-09-14 15:14:27,2023-09-14 15:14:42,"15,004s",PASSED
"delay(0, STOP_ON_FAILURE)",,,,2023-09-14 15:14:27,2023-09-14 15:14:27,"0,002s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Cuenta/Pin de Acceso/android.widget.FrameLayout (1)""), 0)",,,,2023-09-14 15:14:27,2023-09-14 15:14:28,"0,997s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Cuenta/Pin de Acceso/android.widget.LinearLayout""), 0)",,,,2023-09-14 15:14:28,2023-09-14 15:14:30,"1,654s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Cuenta/Pin de Acceso/android.widget.LinearLayout (1)""), 0)",,,,2023-09-14 15:14:30,2023-09-14 15:14:32,"1,856s",PASSED
"setText(findTestObject(""Parte2/Ajustes cuenta/Cuenta/Pin de Acceso/android.widget.EditText - Pin de acceso antiguo""), ""0000"", 0)",,,,2023-09-14 15:14:32,2023-09-14 15:14:34,"2,170s",PASSED
"setText(findTestObject(""Parte2/Ajustes cuenta/Cuenta/Pin de Acceso/android.widget.EditText - Nuevo pin de acceso""), ""1234"", 0)",,,,2023-09-14 15:14:34,2023-09-14 15:14:35,"1,714s",PASSED
"setText(findTestObject(""Parte2/Ajustes cuenta/Cuenta/Pin de Acceso/android.widget.EditText - Confirmar nuevo pin de acceso""), ""4321"", 0)",,,,2023-09-14 15:14:35,2023-09-14 15:14:37,"1,737s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Cuenta/Pin de Acceso/android.widget.Button - Editar""), 0)",,,,2023-09-14 15:14:37,2023-09-14 15:14:39,"1,527s",PASSED
"verifyElementText(findTestObject(""Parte2/Ajustes cuenta/Cuenta/Pin de Acceso/android.widget.TextView - El pin de acceso no coincide""), ""El pin de acceso no coincide"")",,,,2023-09-14 15:14:39,2023-09-14 15:14:39,"0,256s",PASSED
"verifyElementText(findTestObject(""Parte2/Ajustes cuenta/Cuenta/Pin de Acceso/android.widget.TextView - El pin de acceso no coincide (1)""), ""El pin de acceso no coincide"")",,,,2023-09-14 15:14:39,2023-09-14 15:14:39,"0,240s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Cuenta/Pin de Acceso/android.widget.ImageButton""), 0)",,,,2023-09-14 15:14:39,2023-09-14 15:14:40,"0,289s",PASSED
